暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-53(2),628-53,R5,,2.78,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,6.69,0.27,0.05,2.08,2.08,6.72,left,幾何二分法,18,✅,0.2518,0.05,⚠️移出/第1調配順位
628-18(2),628-18,R5,,381.09,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,13.24,30.97,6.58,288.33,288.33,13.3,left,幾何二分法,18,✅,0.2434,6.55,
628-45(1),628-45,R5,,92.71,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,14.84,5.84,1.61,70.86,70.86,14.91,left,幾何二分法,17,✅,0.2357,1.6,⚠️移出/第1調配順位
628-7(2),628-7,R5,,436.69,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,22.52,9.26,7.72,341.45,341.45,22.63,left,幾何二分法,14,✅,0.2181,7.69,
628-20(2),628-20,R5,,514.7,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,31.6,0,9.12,407.15,407.15,31.75,left,幾何二分法,17,✅,0.209,9.08,
628-30(1),628-30,R5,,26.99,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,32.07,0,0.48,21.36,21.35,32.23,left,幾何二分法,16,✅,0.209,0.48,⚠️移出/第1調配順位
628-21(2),628-21,R5,,806.84,4150.21,92.8,45.04,1,2,1,否,否,—,43.53,46.13,0,14.12,638.6,638.6,46.35,left,幾何二分法,17,✅,0.2085,14.06,
628(3),628,R5,,236.68,4150.21,92.8,45.04,1,2,0,否,否,—,0,0,0,3.94,187.74,187.73,3.94,right,幾何二分法,17,✅,0.2068,3.92,
628-23(2),628-23,R5,,724.48,4150.21,92.8,45.04,1,2,0,否,否,—,0,0,0,12.15,574.46,574.47,16.09,right,幾何二分法,17,✅,0.2071,12.1,
628-22(2),628-22,R5,,890.41,4150.21,92.8,45.04,1,2,0,否,否,—,0,0,0,15.13,705.65,705.64,31.22,right,幾何二分法,14,✅,0.2075,15.07,
628-32(1),628-32,R5,,5.39,4150.21,92.8,45.04,1,2,0,否,否,—,0,0,0,0.09,4.28,4.27,31.31,right,幾何二分法,15,✅,0.2078,0.09,⚠️移出/第1調配順位
628-31(1),628-31,R5,,18.34,4150.21,92.8,45.04,1,2,0,否,否,—,0,0,0,0.31,14.53,14.53,31.62,right,幾何二分法,12,✅,0.2077,0.31,⚠️移出/第1調配順位
R5-抵費地-1,—,R5,—,0,4150.21,92.8,45.04,0,0,0,—,—,—,0,0,0,0,680.33,0,0,抵費地,幾何剩餘,0,🟡,0,,
R5-抵費地-2,—,R5,—,0,4150.21,92.8,45.04,0,0,0,—,—,—,0,0,0,0,212.79,0,0,抵費地,幾何剩餘,0,🟡,0,,
628(4),628,R3,,71.69,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,1.3,56.66,56.66,1.3,left,幾何二分法,17,✅,0.2097,1.29,⚠️移出/第1調配順位
628-34(2),628-34,R3,,429.35,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,7.75,339.35,339.35,9.05,left,幾何二分法,18,✅,0.2096,7.72,
628-47(1),628-47,R3,,246,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,4.43,194.44,194.45,13.48,left,幾何二分法,17,✅,0.2096,4.41,
628-46(1),628-46,R3,,124.85,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,2.25,98.7,98.69,15.73,left,幾何二分法,17,✅,0.2095,2.24,⚠️移出/第1調配順位
628-48(1),628-48,R3,,246,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,4.43,194.46,194.46,20.16,left,幾何二分法,18,✅,0.2095,4.41,
628-49(2),628-49,R3,,135.61,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,2.44,107.2,107.2,22.6,left,幾何二分法,15,✅,0.2095,2.43,⚠️移出/第1調配順位
628-32(3),628-32,R3,,722.88,4206.8,93.41,43.64,1,2,0,否,否,—,0,0,0,12.97,571.51,571.51,35.57,left,幾何二分法,17,✅,0.2094,12.91,
628-42(2),628-42,R3,,153.46,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,9.62,13.33,2.58,115.67,115.68,9.66,right,幾何二分法,17,✅,0.2462,2.57,⚠️移出/第1調配順位
628-27(2),628-27,R3,,46.68,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,10.41,3.69,0.79,35.34,35.34,10.45,right,幾何二分法,14,✅,0.2429,0.79,⚠️移出/第1調配順位
628-28(1),628-28,R3,,114,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,12.34,8.37,1.94,86.58,86.59,12.39,right,幾何二分法,17,✅,0.2404,1.93,⚠️移出/第1調配順位
628-45(2),628-45,R3,,362.38,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,18.55,18.64,6.24,278.65,278.65,18.63,right,幾何二分法,17,✅,0.2311,6.21,
628-29(1),628-29,R3,,114,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,20.56,0,2.02,90.18,90.18,20.65,right,幾何二分法,13,✅,0.2089,2.01,⚠️移出/第1調配順位
628-30(3),628-30,R3,,783.29,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,34.42,0,13.92,619.54,619.54,34.57,right,幾何二分法,17,✅,0.2091,13.86,
628-31(3),628-31,R3,,652.89,4206.8,93.41,43.64,1,2,1,否,否,—,44.9,46.01,0,11.64,516.32,516.32,46.21,right,幾何二分法,15,✅,0.2092,11.59,
R3-抵費地-1,—,R3,—,0,4206.8,93.41,43.64,0,0,0,—,—,—,0,0,0,0,511.7,0,0,抵費地,幾何剩餘,0,🟡,0,,
R3-抵費地-2,—,R3,—,0,4206.8,93.41,43.64,0,0,0,—,—,—,0,0,0,0,389.8,0,0,抵費地,幾何剩餘,0,🟡,0,,
