測項,違規列序,違規全文
W-D.4跨占0m,26,"[W-D.4跨占0m] ('0m', '628-23(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占0m,27,"[W-D.4跨占0m] ('0m', '628-22(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占0m,28,"[W-D.4跨占0m] ('0m', '628-53(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占0m,29,"[W-D.4跨占0m] ('0m', '628-53(2)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占0m,30,"[W-D.4跨占0m] ('0m', '628-45(1)') 欄「G(㎡)」: baseline='51.35' got=52.04"
W-D.4跨占0m,31,"[W-D.4跨占0m] ('0m', '628-45(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占0m,32,"[W-D.4跨占0m] ('0m', '628-45(1)') 欄「大側G(㎡)」: baseline='192.41' got=203.68"
W-D.4清單3.5m,0,"[W-D.4清單3.5m] ('3.5m', 'G003') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,1,"[W-D.4清單3.5m] ('3.5m', 'G004') 欄「增配a′(㎡)」: baseline='42.47' got=44.25"
W-D.4清單3.5m,2,"[W-D.4清單3.5m] ('3.5m', 'G004') 欄「差額地價(元)§52-1」: baseline='3238167' got=3373884"
W-D.4清單3.5m,3,"[W-D.4清單3.5m] ('3.5m', 'G005') 欄「ΣG_戶(㎡)」: baseline='520.97' got=521.89"
W-D.4清單3.5m,4,"[W-D.4清單3.5m] ('3.5m', 'G007') 欄「ΣG_戶(㎡)」: baseline='1458.33' got=1460.47"
W-D.4清單3.5m,5,"[W-D.4清單3.5m] ('3.5m', 'G010') 欄「ΣG_戶(㎡)」: baseline='299.54' got=302.12"
W-D.4清單3.5m,6,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「ΣG_戶(㎡)」: baseline='90.34' got=90.7"
W-D.4清單3.5m,7,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「增配a′(㎡)」: baseline='23.73' got=25.15"
W-D.4清單3.5m,8,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「差額地價(元)§52-1」: baseline='1809317' got=1917586"
W-D.4清單3.5m,9,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「放棄改領(元)§53-2」: baseline='6543659' got=6569735"
W-D.4清單3.5m,10,"[W-D.4清單3.5m] ('3.5m', 'G012') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,11,"[W-D.4清單3.5m] ('3.5m', 'G013') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,12,"[W-D.4清單3.5m] ('3.5m', 'G014') 欄「ΣG_戶(㎡)」: baseline='128.68' got=129.8"
W-D.4清單3.5m,13,"[W-D.4清單3.5m] ('3.5m', 'G015') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,14,"[W-D.4清單3.5m] ('3.5m', 'G016') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,15,"[W-D.4清單3.5m] ('3.5m', 'G017') 欄「ΣG_戶(㎡)」: baseline='1848.37' got=1848.41"
W-D.4清單3.5m,16,"[W-D.4清單3.5m] ('3.5m', 'G022') 欄「ΣG_戶(㎡)」: baseline='551.55' got=554.05"
W-D.4清單3.5m,17,"[W-D.4清單3.5m] ('3.5m', 'G023') 欄「ΣG_戶(㎡)」: baseline='183.23' got=183.95"
W-D.4清單3.5m,18,"[W-D.4清單3.5m] ('3.5m', 'G024') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,19,"[W-D.4清單3.5m] ('3.5m', 'G027') 欄「ΣG_戶(㎡)」: baseline='783.16' got=783.14"
W-D.4清單3.5m,20,"[W-D.4清單3.5m] ('3.5m', 'G028') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,21,"[W-D.4清單3.5m] ('3.5m', 'G030') 欄「ΣG_戶(㎡)」: baseline='55.73' got=55.92"
W-D.4清單3.5m,22,"[W-D.4清單3.5m] ('3.5m', 'G031') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,23,"[W-D.4清單3.5m] ('3.5m', 'G033') 欄「增配a′(㎡)」: baseline='41.3' got=43.08"
W-D.4清單3.5m,24,"[W-D.4清單3.5m] ('3.5m', 'G033') 欄「差額地價(元)§52-1」: baseline='3148959' got=3284677"
W-D.4跨占3.5m,0,"[W-D.4跨占3.5m] ('3.5m', '628(2)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,1,"[W-D.4跨占3.5m] ('3.5m', '628(3)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,2,"[W-D.4跨占3.5m] ('3.5m', '628(4)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,3,"[W-D.4跨占3.5m] ('3.5m', '628-34(3)') 欄「該側MinA(㎡)」: baseline='115.39' got=116.02"
W-D.4跨占3.5m,4,"[W-D.4跨占3.5m] ('3.5m', '628-35(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,5,"[W-D.4跨占3.5m] ('3.5m', '628-42(1)') 欄「G(㎡)」: baseline='4.77' got=4.78"
W-D.4跨占3.5m,6,"[W-D.4跨占3.5m] ('3.5m', '628-42(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,7,"[W-D.4跨占3.5m] ('3.5m', '628-42(1)') 欄「大側G(㎡)」: baseline='85.57' got=85.92"
W-D.4跨占3.5m,8,"[W-D.4跨占3.5m] ('3.5m', '628-42(2)') 欄「G(㎡)」: baseline='85.57' got=85.92"
W-D.4跨占3.5m,9,"[W-D.4跨占3.5m] ('3.5m', '628-42(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,10,"[W-D.4跨占3.5m] ('3.5m', '628-42(2)') 欄「大側G(㎡)」: baseline='85.57' got=85.92"
W-D.4跨占3.5m,11,"[W-D.4跨占3.5m] ('3.5m', '628-27(1)') 欄「G(㎡)」: baseline='29.61' got=29.72"
W-D.4跨占3.5m,12,"[W-D.4跨占3.5m] ('3.5m', '628-27(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,13,"[W-D.4跨占3.5m] ('3.5m', '628-27(1)') 欄「大側G(㎡)」: baseline='29.61' got=29.72"
W-D.4跨占3.5m,14,"[W-D.4跨占3.5m] ('3.5m', '628-27(2)') 欄「G(㎡)」: baseline='26.12' got=26.2"
W-D.4跨占3.5m,15,"[W-D.4跨占3.5m] ('3.5m', '628-27(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,16,"[W-D.4跨占3.5m] ('3.5m', '628-27(2)') 欄「大側G(㎡)」: baseline='29.61' got=29.72"
W-D.4跨占3.5m,17,"[W-D.4跨占3.5m] ('3.5m', '628-30(2)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,18,"[W-D.4跨占3.5m] ('3.5m', '628-30(2)') 欄「大側G(㎡)」: baseline='455.75' got=456.87"
W-D.4跨占3.5m,19,"[W-D.4跨占3.5m] ('3.5m', '628-30(1)') 欄「G(㎡)」: baseline='15.74' got=15.75"
W-D.4跨占3.5m,20,"[W-D.4跨占3.5m] ('3.5m', '628-30(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,21,"[W-D.4跨占3.5m] ('3.5m', '628-30(1)') 欄「大側G(㎡)」: baseline='455.75' got=456.87"
W-D.4跨占3.5m,22,"[W-D.4跨占3.5m] ('3.5m', '628-31(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,23,"[W-D.4跨占3.5m] ('3.5m', '628-31(1)') 欄「大側G(㎡)」: baseline='391.66' got=391.65"
W-D.4跨占3.5m,24,"[W-D.4跨占3.5m] ('3.5m', '628-49(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,25,"[W-D.4跨占3.5m] ('3.5m', '628-49(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,26,"[W-D.4跨占3.5m] ('3.5m', '628-32(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,27,"[W-D.4跨占3.5m] ('3.5m', '628-1(2)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,28,"[W-D.4跨占3.5m] ('3.5m', '628-23(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,29,"[W-D.4跨占3.5m] ('3.5m', '628-22(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,30,"[W-D.4跨占3.5m] ('3.5m', '628-53(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,31,"[W-D.4跨占3.5m] ('3.5m', '628-53(2)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,32,"[W-D.4跨占3.5m] ('3.5m', '628-45(1)') 欄「G(㎡)」: baseline='52.24' got=52.44"
W-D.4跨占3.5m,33,"[W-D.4跨占3.5m] ('3.5m', '628-45(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,34,"[W-D.4跨占3.5m] ('3.5m', '628-45(1)') 欄「大側G(㎡)」: baseline='204.54' got=205.32"
F.0·G值0m,0,"[F.0·G值0m] 缺列 ('R3', 'R3-抵費地')"
F.0·G值0m,1,"[F.0·G值0m] 多列 ('R3', 'R3-抵費地-1')"
F.0·G值0m,2,"[F.0·G值0m] 多列 ('R3', 'R3-抵費地-2')"
F.0·G值0m,3,"[F.0·G值0m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,4,"[F.0·G值0m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,5,"[F.0·G值0m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,6,"[F.0·G值0m] ('R1', '628-34(3)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,7,"[F.0·G值0m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,8,"[F.0·G值0m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,9,"[F.0·G值0m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,10,"[F.0·G值0m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,11,"[F.0·G值0m] ('R2', '628-41(1)') 欄「街角地」: baseline='是' got='否'"
F.0·G值0m,12,"[F.0·G值0m] ('R2', '628-41(1)') 欄「第1筆街角」: baseline='是' got='否'"
F.0·G值0m,13,"[F.0·G值0m] ('R2', '628-41(1)') 欄「街角側別」: baseline='左側' got='—'"
F.0·G值0m,14,"[F.0·G值0m] ('R2', '628-41(1)') 欄「W(m)」: baseline='3.98' got=10.61"
F.0·G值0m,15,"[F.0·G值0m] ('R2', '628-41(1)') 欄「Rw(%)」: baseline='37.69' got=20.81"
F.0·G值0m,16,"[F.0·G值0m] ('R2', '628-41(1)') 欄「S(m)」: baseline='5.69' got=4.08"
F.0·G值0m,17,"[F.0·G值0m] ('R2', '628-41(1)') 欄「幾何面積(㎡)」: baseline='173.16' got=183.0"
F.0·G值0m,18,"[F.0·G值0m] ('R2', '628-41(1)') 欄「G(㎡)」: baseline='173.16' got=182.99"
F.0·G值0m,19,"[F.0·G值0m] ('R2', '628-41(1)') 欄「累積S(m)」: baseline='5.69' got=12.34"
F.0·G值0m,20,"[F.0·G值0m] ('R2', '628-41(1)') 欄「迭代次數」: baseline='18' got=17"
F.0·G值0m,21,"[F.0·G值0m] ('R2', '628-41(1)') 欄「負擔比率」: baseline='0.4577' got=0.4269"
F.0·G值0m,22,"[F.0·G值0m] ('R2', '628-41(1)') 欄「宗地寬度(m)」: baseline='5.68' got=4.07"
F.0·G值0m,23,"[F.0·G值0m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,24,"[F.0·G值0m] ('R2', '628-42(1)') 欄「W(m)」: baseline='4.09' got=6.55"
F.0·G值0m,25,"[F.0·G值0m] ('R2', '628-42(1)') 欄「Rw(%)」: baseline='0.66' got=0.6"
F.0·G值0m,26,"[F.0·G值0m] ('R2', '628-42(1)') 欄「幾何面積(㎡)」: baseline='4.74' got=4.75"
F.0·G值0m,27,"[F.0·G值0m] ('R2', '628-42(1)') 欄「G(㎡)」: baseline='4.73' got=4.76"
F.0·G值0m,28,"[F.0·G值0m] ('R2', '628-42(1)') 欄「累積S(m)」: baseline='5.8' got=8.26"
F.0·G值0m,29,"[F.0·G值0m] ('R2', '628-42(1)') 欄「迭代次數」: baseline='18' got=17"
F.0·G值0m,30,"[F.0·G值0m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,31,"[F.0·G值0m] ('R2', '628-40(1)') 欄「街角地」: baseline='否' got='是'"
F.0·G值0m,32,"[F.0·G值0m] ('R2', '628-40(1)') 欄「第1筆街角」: baseline='否' got='是'"
F.0·G值0m,33,"[F.0·G值0m] ('R2', '628-40(1)') 欄「街角側別」: baseline='—' got='左側'"
F.0·G值0m,34,"[F.0·G值0m] ('R2', '628-40(1)') 欄「W(m)」: baseline='10.61' got=6.44"
F.0·G值0m,35,"[F.0·G值0m] ('R2', '628-40(1)') 欄「Rw(%)」: baseline='35.58' got=52.51"
F.0·G值0m,36,"[F.0·G值0m] ('R2', '628-40(1)') 欄「S(m)」: baseline='6.54' got=8.16"
F.0·G值0m,37,"[F.0·G值0m] ('R2', '628-40(1)') 欄「幾何面積(㎡)」: baseline='293.71' got=283.87"
F.0·G值0m,38,"[F.0·G值0m] ('R2', '628-40(1)') 欄「G(㎡)」: baseline='293.72' got=283.87"
F.0·G值0m,39,"[F.0·G值0m] ('R2', '628-40(1)') 欄「累積S(m)」: baseline='12.34' got=8.16"
F.0·G值0m,40,"[F.0·G值0m] ('R2', '628-40(1)') 欄「迭代次數」: baseline='17' got=16"
F.0·G值0m,41,"[F.0·G值0m] ('R2', '628-40(1)') 欄「負擔比率」: baseline='0.4285' got=0.4476"
F.0·G值0m,42,"[F.0·G值0m] ('R2', '628-40(1)') 欄「宗地寬度(m)」: baseline='6.52' got=8.14"
F.0·G值0m,43,"[F.0·G值0m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,44,"[F.0·G值0m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,45,"[F.0·G值0m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,46,"[F.0·G值0m] ('R2', '628-35(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,47,"[F.0·G值0m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,48,"[F.0·G值0m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,49,"[F.0·G值0m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,50,"[F.0·G值0m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,51,"[F.0·G值0m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,52,"[F.0·G值0m] ('R2', '628-52(1)') 欄「幾何面積(㎡)」: baseline='71.6' got=71.59"
F.0·G值0m,53,"[F.0·G值0m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,54,"[F.0·G值0m] ('R2', 'R2-抵費地') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,55,"[F.0·G值0m] ('R2', 'R2-抵費地') 欄「幾何面積(㎡)」: baseline='1830.12' got=1830.11"
F.0·G值0m,56,"[F.0·G值0m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,57,"[F.0·G值0m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,58,"[F.0·G值0m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,59,"[F.0·G值0m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,60,"[F.0·G值0m] ('R5', '628-18(2)') 欄「街角地」: baseline='是' got='否'"
F.0·G值0m,61,"[F.0·G值0m] ('R5', '628-18(2)') 欄「第1筆街角」: baseline='是' got='否'"
F.0·G值0m,62,"[F.0·G值0m] ('R5', '628-18(2)') 欄「街角側別」: baseline='左側' got='—'"
F.0·G值0m,63,"[F.0·G值0m] ('R5', '628-18(2)') 欄「W(m)」: baseline='4.77' got=10.3"
F.0·G值0m,64,"[F.0·G值0m] ('R5', '628-18(2)') 欄「Rw(%)」: baseline='42.6' got=25.63"
F.0·G值0m,65,"[F.0·G值0m] ('R5', '628-18(2)') 欄「S(m)」: baseline='6.44' got=4.85"
F.0·G值0m,66,"[F.0·G值0m] ('R5', '628-18(2)') 欄「幾何面積(㎡)」: baseline='202.78' got=212.39"
F.0·G值0m,67,"[F.0·G值0m] ('R5', '628-18(2)') 欄「G(㎡)」: baseline='202.78' got=212.39"
F.0·G值0m,68,"[F.0·G值0m] ('R5', '628-18(2)') 欄「累積S(m)」: baseline='6.44' got=11.99"
F.0·G值0m,69,"[F.0·G值0m] ('R5', '628-18(2)') 欄「負擔比率」: baseline='0.4679' got=0.4427"
F.0·G值0m,70,"[F.0·G值0m] ('R5', '628-18(2)') 欄「宗地寬度(m)」: baseline='6.41' got=4.83"
F.0·G值0m,71,"[F.0·G值0m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,72,"[F.0·G值0m] ('R5', '628-7(2)') 欄「街角地」: baseline='否' got='是'"
F.0·G值0m,73,"[F.0·G值0m] ('R5', '628-7(2)') 欄「第1筆街角」: baseline='否' got='是'"
F.0·G值0m,74,"[F.0·G值0m] ('R5', '628-7(2)') 欄「街角側別」: baseline='—' got='左側'"
F.0·G值0m,75,"[F.0·G值0m] ('R5', '628-7(2)') 欄「W(m)」: baseline='10.3' got=5.48"
F.0·G值0m,76,"[F.0·G值0m] ('R5', '628-7(2)') 欄「Rw(%)」: baseline='29.89' got=46.86"
F.0·G值0m,77,"[F.0·G值0m] ('R5', '628-7(2)') 欄「S(m)」: baseline='5.55' got=7.15"
F.0·G值0m,78,"[F.0·G值0m] ('R5', '628-7(2)') 欄「幾何面積(㎡)」: baseline='243.18' got=233.56"
F.0·G值0m,79,"[F.0·G值0m] ('R5', '628-7(2)') 欄「G(㎡)」: baseline='243.18' got=233.57"
F.0·G值0m,80,"[F.0·G值0m] ('R5', '628-7(2)') 欄「累積S(m)」: baseline='11.99' got=7.15"
F.0·G值0m,81,"[F.0·G值0m] ('R5', '628-7(2)') 欄「負擔比率」: baseline='0.4431' got=0.4651"
F.0·G值0m,82,"[F.0·G值0m] ('R5', '628-7(2)') 欄「宗地寬度(m)」: baseline='5.53' got=7.12"
F.0·G值0m,83,"[F.0·G值0m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,84,"[F.0·G值0m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,85,"[F.0·G值0m] ('R5', '628-21(2)') 欄「幾何面積(㎡)」: baseline='470.6' got=470.59"
F.0·G值0m,86,"[F.0·G值0m] ('R5', '628-21(2)') 欄「迭代次數」: baseline='18' got=17"
F.0·G值0m,87,"[F.0·G值0m] ('R5', '628(3)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,88,"[F.0·G值0m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,89,"[F.0·G值0m] ('R5', '628-23(2)') 欄「幾何面積(㎡)」: baseline='423.54' got=423.55"
F.0·G值0m,90,"[F.0·G值0m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,91,"[F.0·G值0m] ('R5', '628-22(2)') 欄「幾何面積(㎡)」: baseline='520.37' got=520.36"
F.0·G值0m,92,"[F.0·G值0m] ('R5', '628-22(2)') 欄「迭代次數」: baseline='17' got=14"
F.0·G值0m,93,"[F.0·G值0m] ('R5', '628-32(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,94,"[F.0·G值0m] ('R5', '628-31(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,95,"[F.0·G值0m] ('R5', '628-31(1)') 欄「累積S(m)」: baseline='23.45' got=23.44"
F.0·G值0m,96,"[F.0·G值0m] ('R5', 'R5-抵費地') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,97,"[F.0·G值0m] ('R5', 'R5-抵費地') 欄「幾何面積(㎡)」: baseline='1767.74' got=1767.77"
F.0·G值0m,98,"[F.0·G值0m] ('R3', '628(4)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,99,"[F.0·G值0m] ('R3', '628(4)') 欄「幾何面積(㎡)」: baseline='44.89' got=44.9"
F.0·G值0m,100,"[F.0·G值0m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,101,"[F.0·G值0m] ('R3', '628-34(2)') 欄「幾何面積(㎡)」: baseline='250.25' got=250.24"
F.0·G值0m,102,"[F.0·G值0m] ('R3', '628-34(2)') 欄「迭代次數」: baseline='18' got=16"
F.0·G值0m,103,"[F.0·G值0m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,104,"[F.0·G值0m] ('R3', '628-46(1)') 欄「幾何面積(㎡)」: baseline='72.78' got=72.77"
F.0·G值0m,105,"[F.0·G值0m] ('R3', '628-46(1)') 欄「迭代次數」: baseline='13' got=17"
F.0·G值0m,106,"[F.0·G值0m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,107,"[F.0·G值0m] ('R3', '628-48(1)') 欄「幾何面積(㎡)」: baseline='365.84' got=365.83"
F.0·G值0m,108,"[F.0·G值0m] ('R3', '628-48(1)') 欄「迭代次數」: baseline='17' got=14"
F.0·G值0m,109,"[F.0·G值0m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,110,"[F.0·G值0m] ('R3', '628-32(3)') 欄「幾何面積(㎡)」: baseline='421.41' got=421.42"
F.0·G值0m,111,"[F.0·G值0m] ('R3', '628-32(3)') 欄「迭代次數」: baseline='15' got=13"
F.0·G值0m,112,"[F.0·G值0m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,113,"[F.0·G值0m] ('R3', '628-45(2)') 欄「街角地」: baseline='是' got='否'"
F.0·G值0m,114,"[F.0·G值0m] ('R3', '628-45(2)') 欄「第1筆街角」: baseline='是' got='否'"
F.0·G值0m,115,"[F.0·G值0m] ('R3', '628-45(2)') 欄「街角側別」: baseline='右側' got='—'"
F.0·G值0m,116,"[F.0·G值0m] ('R3', '628-45(2)') 欄「W(m)」: baseline='4.4' got=11.58"
F.0·G值0m,117,"[F.0·G值0m] ('R3', '628-45(2)') 欄「Rw(%)」: baseline='40.3' got=22.12"
F.0·G值0m,118,"[F.0·G值0m] ('R3', '628-45(2)') 欄「S(m)」: baseline='6.12' got=4.53"
F.0·G值0m,119,"[F.0·G值0m] ('R3', '628-45(2)') 欄「幾何面積(㎡)」: baseline='192.41' got=202.73"
F.0·G值0m,120,"[F.0·G值0m] ('R3', '628-45(2)') 欄「G(㎡)」: baseline='192.42' got=202.73"
F.0·G值0m,121,"[F.0·G值0m] ('R3', '628-45(2)') 欄「累積S(m)」: baseline='6.12' got=13.33"
F.0·G值0m,122,"[F.0·G值0m] ('R3', '628-45(2)') 欄「迭代次數」: baseline='18' got=17"
F.0·G值0m,123,"[F.0·G值0m] ('R3', '628-45(2)') 欄「負擔比率」: baseline='0.469' got=0.4406"
F.0·G值0m,124,"[F.0·G值0m] ('R3', '628-45(2)') 欄「宗地寬度(m)」: baseline='6.09' got=4.51"
F.0·G值0m,125,"[F.0·G值0m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,126,"[F.0·G值0m] ('R3', '628-42(2)') 欄「W(m)」: baseline='6.3' got=7.07"
F.0·G值0m,127,"[F.0·G值0m] ('R3', '628-42(2)') 欄「Rw(%)」: baseline='11.41' got=11.02"
F.0·G值0m,128,"[F.0·G值0m] ('R3', '628-42(2)') 欄「S(m)」: baseline='1.91' got=1.9"
F.0·G值0m,129,"[F.0·G值0m] ('R3', '628-42(2)') 欄「幾何面積(㎡)」: baseline='85.04' got=85.21"
F.0·G值0m,130,"[F.0·G值0m] ('R3', '628-42(2)') 欄「G(㎡)」: baseline='85.04' got=85.2"
F.0·G值0m,131,"[F.0·G值0m] ('R3', '628-42(2)') 欄「累積S(m)」: baseline='8.03' got=8.8"
F.0·G值0m,132,"[F.0·G值0m] ('R3', '628-42(2)') 欄「迭代次數」: baseline='14' got=17"
F.0·G值0m,133,"[F.0·G值0m] ('R3', '628-42(2)') 欄「負擔比率」: baseline='0.4458' got=0.4448"
F.0·G值0m,134,"[F.0·G值0m] ('R3', '628-42(2)') 欄「宗地寬度(m)」: baseline='1.9' got=1.89"
F.0·G值0m,135,"[F.0·G值0m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
